Date,Naive,AR(1),"ARIMAx(0,1,1)","ARNNx(1,4)","ARFIMAx(0,0.49331,5)",ETS,SETAR,TBATS,GARCH,BSTSx,DeepAR,NBEATSx,NHiTSx,DLinearx,NLinearx,TSMixerx,"NARFIMA(1,3,4,T)"
11/1/2022,82.2915,81.862716,82.5077512,79.89558184,82.6954514,82.91467954,82.70623885,82.86923608,81.81825859,82.83505701,22.37116238,91.18184137,83.90685539,77.62891817,75.10214599,65.13448429,80.79322763
12/1/2022,82.2915,81.44037706,82.64660244,77.94907254,82.3241083,83.41368582,82.8685219,82.86923608,81.70160439,83.13146959,22.3230075,90.66394658,82.87193114,83.22370996,71.48507486,63.89885249,81.2403016
1/1/2023,82.2915,81.02438631,82.62984169,76.54684537,81.29292052,83.81315191,83.06164812,82.86923608,81.58535638,82.96634762,22.32245814,94.14323079,82.41260747,84.61681087,72.09999053,64.77576003,83.27530548
2/1/2023,82.2915,80.61464833,82.55393111,75.65756083,79.78697298,84.13293378,83.23754316,82.86923608,81.46951323,83.00524038,22.32245202,91.19457504,82.36460393,83.72765584,73.84259688,64.47371087,82.92371613
3/1/2023,82.2915,80.21106913,82.63796898,74.62232881,78.15628609,84.38892658,83.40535315,82.86923608,81.35407364,83.15263843,22.32245195,95.78304539,84.59374596,83.45223477,74.43313184,65.93637402,83.27684665
4/1/2023,82.2915,79.81355613,82.66355039,74.1002675,76.79261544,84.59385475,83.57262559,82.86923608,81.2390363,83.21217211,22.32245195,94.01362672,85.22623089,82.84798444,77.62954226,66.53671613,83.23816481
5/1/2023,82.2915,79.42201817,82.67584313,73.56930508,75.87203703,84.7579045,83.73934844,82.86923608,81.12439989,83.52710296,22.32245195,94.59172873,86.41129802,81.65793488,80.07340877,65.14778391,83.32429468
6/1/2023,82.2915,79.03636542,82.82318485,73.138295,75.13659637,84.88923013,83.90547176,82.86923608,81.01016312,83.94907533,22.32245195,96.11063613,87.60154239,81.30016551,81.6930829,65.85382313,83.31886595
7/1/2023,82.2915,78.65650942,83.00182832,72.66788058,74.51600852,84.99435934,84.07112091,82.86923608,80.89632468,84.12292447,22.32245195,95.98935112,87.75112334,82.59996097,82.48575272,67.67846173,83.23087821
8/1/2023,82.2915,78.28236305,83.00386158,72.8614531,73.97606782,85.07851771,84.23631598,82.86923608,80.78288328,84.48028036,22.32245195,97.56426669,91.44744705,86.56884817,83.00919533,68.41708852,82.5684439
9/1/2023,82.2915,77.91384048,83.21489,72.95267831,73.49667629,85.14588844,84.40105658,82.86923608,80.66983764,84.69873977,22.32245195,98.47941444,89.20699544,86.19041303,83.48969525,69.0912012,81.9785091
10/1/2023,82.2915,77.55085719,83.3289429,72.89962827,73.06476698,85.19982026,84.56534535,82.86923608,80.55718647,84.84659377,22.32245195,95.52634971,93.36456284,85.61025612,84.47913245,68.09422366,81.19040563
